ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-11-14,33.74757337138207,30.541609991688464,49.155915741358065,33.74757337138207,33.74757337138207,6.256133045849786,6.256133045849786,6.256133045849786,6.256133045849786,6.256133045849786,6.256133045849786,0.0,0.0,0.0,40.003706417231854
2021-11-21,33.6854388476857,31.79366279754238,51.08201144312242,33.6854388476857,33.6854388476857,7.556378202832412,7.556378202832412,7.556378202832412,7.556378202832412,7.556378202832412,7.556378202832412,0.0,0.0,0.0,41.241817050518115
2021-11-28,33.62330432398934,31.00919263414696,49.452741358797404,33.62330432398934,33.62330432398934,6.955152711232852,6.955152711232852,6.955152711232852,6.955152711232852,6.955152711232852,6.955152711232852,0.0,0.0,0.0,40.578457035222186
2021-12-05,33.56116980029298,29.106020332782812,47.77707098276967,33.56116980029298,33.56116980029298,4.686085027183325,4.686085027183325,4.686085027183325,4.686085027183325,4.686085027183325,4.686085027183325,0.0,0.0,0.0,38.247254827476304
2021-12-12,33.499035276596615,26.73542773197923,45.11993927566248,33.499035276596615,33.499035276596615,2.0613648513780767,2.0613648513780767,2.0613648513780767,2.0613648513780767,2.0613648513780767,2.0613648513780767,0.0,0.0,0.0,35.56040012797469
2021-12-19,33.43690075290025,23.72880215183688,42.785989162569216,33.43690075290025,33.43690075290025,0.18776475281237706,0.18776475281237706,0.18776475281237706,0.18776475281237706,0.18776475281237706,0.18776475281237706,0.0,0.0,0.0,33.62466550571263
2021-12-26,33.374766229203885,23.03291084571219,41.59358847922626,33.374766229203885,33.374766229203885,-0.858510824616473,-0.858510824616473,-0.858510824616473,-0.858510824616473,-0.858510824616473,-0.858510824616473,0.0,0.0,0.0,32.51625540458741
2022-01-02,33.31263170550752,22.18500750576711,41.04714750362803,33.31263170550752,33.31263170550752,-1.6563316219870199,-1.6563316219870199,-1.6563316219870199,-1.6563316219870199,-1.6563316219870199,-1.6563316219870199,0.0,0.0,0.0,31.6563000835205
2022-01-09,33.250497181811156,21.066069681564098,40.261934937863884,33.250497181811156,33.250497181811156,-2.5021099777359033,-2.5021099777359033,-2.5021099777359033,-2.5021099777359033,-2.5021099777359033,-2.5021099777359033,0.0,0.0,0.0,30.748387204075254
2022-01-16,33.1883626581148,20.96305780949269,39.91889211307656,33.1883626581148,33.1883626581148,-3.0583456299343963,-3.0583456299343963,-3.0583456299343963,-3.0583456299343963,-3.0583456299343963,-3.0583456299343963,0.0,0.0,0.0,30.1300170281804
2022-01-23,33.12622813289982,20.549552184780882,39.54664626278623,33.12622813289982,33.12622813289982,-2.903654058346392,-2.903654058346392,-2.903654058346392,-2.903654058346392,-2.903654058346392,-2.903654058346392,0.0,0.0,0.0,30.222574074553428
2022-01-30,33.06409360768485,21.86494282655431,39.16208971204666,33.06409360768485,33.06409360768485,-2.2038099419335806,-2.2038099419335806,-2.2038099419335806,-2.2038099419335806,-2.2038099419335806,-2.2038099419335806,0.0,0.0,0.0,30.860283665751272
2022-02-06,33.00195908246988,21.272995131888457,40.568628940065956,33.00195908246988,33.00195908246988,-1.642309984198148,-1.642309984198148,-1.642309984198148,-1.642309984198148,-1.642309984198148,-1.642309984198148,0.0,0.0,0.0,31.35964909827173
2022-02-13,32.93982455725491,21.28822665240092,40.14290138235863,32.93982455725491,32.93982455725491,-1.6910901890178636,-1.6910901890178636,-1.6910901890178636,-1.6910901890178636,-1.6910901890178636,-1.6910901890178636,0.0,0.0,0.0,31.248734368237045
2022-02-20,32.877690032039936,21.5362307142892,39.99794042474208,32.877690032039936,32.877690032039936,-2.098048070784868,-2.098048070784868,-2.098048070784868,-2.098048070784868,-2.098048070784868,-2.098048070784868,0.0,0.0,0.0,30.779641961255066
2022-02-27,32.815555506824964,21.11887744202577,39.81740279796805,32.815555506824964,32.815555506824964,-2.1984487344460564,-2.1984487344460564,-2.1984487344460564,-2.1984487344460564,-2.1984487344460564,-2.1984487344460564,0.0,0.0,0.0,30.617106772378907
2022-03-06,32.75342098160999,21.766924098977878,40.467990046149055,32.75342098160999,32.75342098160999,-1.6874356836891486,-1.6874356836891486,-1.6874356836891486,-1.6874356836891486,-1.6874356836891486,-1.6874356836891486,0.0,0.0,0.0,31.065985297920843
2022-03-13,32.69128645639502,22.612288072149354,40.53775532686831,32.69128645639502,32.69128645639502,-0.9678755423108136,-0.9678755423108136,-0.9678755423108136,-0.9678755423108136,-0.9678755423108136,-0.9678755423108136,0.0,0.0,0.0,31.723410914084205
2022-03-20,32.6291519342549,22.28733923963495,41.057848139388135,32.6291519342549,32.6291519342549,-0.6887941551323313,-0.6887941551323313,-0.6887941551323313,-0.6887941551323313,-0.6887941551323313,-0.6887941551323313,0.0,0.0,0.0,31.940357779122568
2022-03-27,32.56701741211477,22.12469969012484,41.011448551515294,32.56701741211477,32.56701741211477,-1.009091072356793,-1.009091072356793,-1.009091072356793,-1.009091072356793,-1.009091072356793,-1.009091072356793,0.0,0.0,0.0,31.55792633975798
2022-04-03,32.50488288997465,21.92621765699601,40.40881185576787,32.50488288997465,32.50488288997465,-1.419906032039806,-1.419906032039806,-1.419906032039806,-1.419906032039806,-1.419906032039806,-1.419906032039806,0.0,0.0,0.0,31.084976857934848
2022-04-10,32.442748367834525,21.515588245931536,40.18858286878549,32.442748367834525,32.442748367834525,-1.3325214210529326,-1.3325214210529326,-1.3325214210529326,-1.3325214210529326,-1.3325214210529326,-1.3325214210529326,0.0,0.0,0.0,31.110226946781594
2022-04-17,32.380613845694405,22.64645131972827,41.05687778609107,32.380613845694405,32.380613845694405,-0.7962271031278958,-0.7962271031278958,-0.7962271031278958,-0.7962271031278958,-0.7962271031278958,-0.7962271031278958,0.0,0.0,0.0,31.584386742566508
2022-04-24,32.318479323554286,22.409658285755548,40.83130352390842,32.318479323554286,32.318479323554286,-0.5535280823692766,-0.5535280823692766,-0.5535280823692766,-0.5535280823692766,-0.5535280823692766,-0.5535280823692766,0.0,0.0,0.0,31.76495124118501
2022-05-01,32.25634480141416,22.350971824316673,40.17580056272433,32.25634480141416,32.25634480141416,-1.31541078015947,-1.31541078015947,-1.31541078015947,-1.31541078015947,-1.31541078015947,-1.31541078015947,0.0,0.0,0.0,30.940934021254687
2022-05-08,32.19421027927403,19.763911586897105,38.947947855387525,32.19421027927403,32.19421027927403,-2.946723280984667,-2.946723280984667,-2.946723280984667,-2.946723280984667,-2.946723280984667,-2.946723280984667,0.0,0.0,0.0,29.247486998289364
2022-05-15,32.13207575357777,18.23991446201061,37.378694942468876,32.13207575357777,32.13207575357777,-4.390178354360011,-4.390178354360011,-4.390178354360011,-4.390178354360011,-4.390178354360011,-4.390178354360011,0.0,0.0,0.0,27.741897399217763
2022-05-22,32.06994122788151,18.62886845820955,37.06599842594281,32.06994122788151,32.06994122788151,-4.4914709845435326,-4.4914709845435326,-4.4914709845435326,-4.4914709845435326,-4.4914709845435326,-4.4914709845435326,0.0,0.0,0.0,27.578470243337975
2022-05-29,32.00780670218525,19.381497172436195,38.22060168297141,32.00780670218525,32.00780670218525,-3.0327934397150615,-3.0327934397150615,-3.0327934397150615,-3.0327934397150615,-3.0327934397150615,-3.0327934397150615,0.0,0.0,0.0,28.97501326247019
2022-06-05,31.945672176488987,22.122791288468434,40.07258439835247,31.945672176488987,31.945672176488987,-1.0250836818536797,-1.0250836818536797,-1.0250836818536797,-1.0250836818536797,-1.0250836818536797,-1.0250836818536797,0.0,0.0,0.0,30.920588494635307
2022-06-12,31.883537650792725,21.74127542288538,41.61997471741592,31.883537650792725,31.883537650792725,0.08053576316004495,0.08053576316004495,0.08053576316004495,0.08053576316004495,0.08053576316004495,0.08053576316004495,0.0,0.0,0.0,31.96407341395277
2022-06-19,31.82140312509646,22.141283015660413,40.74903964950816,31.82140312509646,31.82140312509646,-0.3776729725436352,-0.3776729725436352,-0.3776729725436352,-0.3776729725436352,-0.3776729725436352,-0.3776729725436352,0.0,0.0,0.0,31.443730152552824
2022-06-26,31.759268599400198,20.658303132008875,39.17311682350607,31.759268599400198,31.759268599400198,-1.7112683902131962,-1.7112683902131962,-1.7112683902131962,-1.7112683902131962,-1.7112683902131962,-1.7112683902131962,0.0,0.0,0.0,30.048000209187002
2022-07-03,31.697134073703936,19.500893409153715,38.12172696428304,31.697134073703936,31.697134073703936,-2.556976067181662,-2.556976067181662,-2.556976067181662,-2.556976067181662,-2.556976067181662,-2.556976067181662,0.0,0.0,0.0,29.140158006522274
2022-07-10,31.634999548007674,19.55772889722066,38.85498957572049,31.634999548007674,31.634999548007674,-2.2033072427031595,-2.2033072427031595,-2.2033072427031595,-2.2033072427031595,-2.2033072427031595,-2.2033072427031595,0.0,0.0,0.0,29.431692305304516
2022-07-17,31.572865012850933,20.267653070098913,39.331686178858575,31.572865012850933,31.572865012850933,-1.2876012146938298,-1.2876012146938298,-1.2876012146938298,-1.2876012146938298,-1.2876012146938298,-1.2876012146938298,0.0,0.0,0.0,30.285263798157104
2022-07-24,31.51073047769419,20.8388012909429,39.66147950098366,31.51073047769419,31.51073047769419,-1.10977135693233,-1.10977135693233,-1.10977135693233,-1.10977135693233,-1.10977135693233,-1.10977135693233,0.0,0.0,0.0,30.400959120761858
2022-07-31,31.448595942537445,19.491883953131165,38.79850170277095,31.448595942537445,31.448595942537445,-2.173976390878655,-2.173976390878655,-2.173976390878655,-2.173976390878655,-2.173976390878655,-2.173976390878655,0.0,0.0,0.0,29.27461955165879
2022-08-07,31.3864614073807,18.2094867725303,36.82616318020861,31.3864614073807,31.3864614073807,-3.4446343659748497,-3.4446343659748497,-3.4446343659748497,-3.4446343659748497,-3.4446343659748497,-3.4446343659748497,0.0,0.0,0.0,27.94182704140585
2022-08-14,31.324326872223956,18.687923729926524,37.50885977900655,31.324326872223956,31.324326872223956,-3.1978026793702417,-3.1978026793702417,-3.1978026793702417,-3.1978026793702417,-3.1978026793702417,-3.1978026793702417,0.0,0.0,0.0,28.126524192853715
2022-08-21,31.262192337067212,21.269499320586046,40.03631874849429,31.262192337067212,31.262192337067212,-0.7398491236152119,-0.7398491236152119,-0.7398491236152119,-0.7398491236152119,-0.7398491236152119,-0.7398491236152119,0.0,0.0,0.0,30.522343213452
2022-08-28,31.200057801910468,24.923384641526578,43.04611839369667,31.200057801910468,31.200057801910468,2.724883588770863,2.724883588770863,2.724883588770863,2.724883588770863,2.724883588770863,2.724883588770863,0.0,0.0,0.0,33.92494139068133
2022-09-04,31.137923266753724,26.95584149615679,45.74168359504551,31.137923266753724,31.137923266753724,5.044226962080761,5.044226962080761,5.044226962080761,5.044226962080761,5.044226962080761,5.044226962080761,0.0,0.0,0.0,36.18215022883449
2022-09-11,31.075788735782666,27.1235741171662,45.246515247737314,31.075788735782666,31.075788735782666,5.026620508375864,5.026620508375864,5.026620508375864,5.026620508375864,5.026620508375864,5.026620508375864,0.0,0.0,0.0,36.10240924415853
2022-09-18,31.013654204811616,24.67410236669033,44.10472689917038,31.013654204811616,31.013654204811616,3.431976775001096,3.431976775001096,3.431976775001096,3.431976775001096,3.431976775001096,3.431976775001096,0.0,0.0,0.0,34.44563097981271
2022-09-25,30.95151967384056,23.983469591244617,42.69267330055349,30.95151967384056,30.95151967384056,2.0840508370328874,2.0840508370328874,2.0840508370328874,2.0840508370328874,2.0840508370328874,2.0840508370328874,0.0,0.0,0.0,33.03557051087345
2022-10-02,30.889385142869504,23.966814478459764,42.87554485490576,30.889385142869504,30.889385142869504,2.0704931863187164,2.0704931863187164,2.0704931863187164,2.0704931863187164,2.0704931863187164,2.0704931863187164,0.0,0.0,0.0,32.95987832918822
2022-10-09,30.82725061189845,24.036617813468506,43.712588493714485,30.82725061189845,30.82725061189845,2.895317200947152,2.895317200947152,2.895317200947152,2.895317200947152,2.895317200947152,2.895317200947152,0.0,0.0,0.0,33.722567812845604
2022-10-16,30.765116080927395,24.75017240989109,43.43465705906411,30.765116080927395,30.765116080927395,3.361710260470711,3.361710260470711,3.361710260470711,3.361710260470711,3.361710260470711,3.361710260470711,0.0,0.0,0.0,34.12682634139811
2022-10-23,30.70298154995634,23.87120076977121,43.23458287012274,30.70298154995634,30.70298154995634,3.0873460022991837,3.0873460022991837,3.0873460022991837,3.0873460022991837,3.0873460022991837,3.0873460022991837,0.0,0.0,0.0,33.790327552255526
2022-10-30,30.640847018985284,23.060557024862586,42.585114444447846,30.640847018985284,30.640847018985284,2.936161960981989,2.936161960981989,2.936161960981989,2.936161960981989,2.936161960981989,2.936161960981989,0.0,0.0,0.0,33.577008979967275
2022-11-06,30.578712482851024,24.843409014391195,43.62281478599886,30.578712482851024,30.578712482851024,3.9278146669601366,3.9278146669601366,3.9278146669601366,3.9278146669601366,3.9278146669601366,3.9278146669601366,0.0,0.0,0.0,34.50652714981116
2022-11-13,30.516577946716755,26.79525275939394,45.49187184494275,30.516577946716755,30.516577946716755,5.899705645543288,5.899705645543288,5.899705645543288,5.899705645543288,5.899705645543288,5.899705645543288,0.0,0.0,0.0,36.416283592260044
2022-11-20,30.45444341058249,28.354381334392958,47.08625589978735,30.45444341058249,30.45444341058249,7.445264988424745,7.445264988424745,7.445264988424745,7.445264988424745,7.445264988424745,7.445264988424745,0.0,0.0,0.0,37.89970839900723
2022-11-27,30.392308874448222,28.255724108246213,46.18618823213534,30.392308874448222,30.392308874448222,7.211726000487946,7.211726000487946,7.211726000487946,7.211726000487946,7.211726000487946,7.211726000487946,0.0,0.0,0.0,37.60403487493617
2022-12-04,30.330174338313952,25.828604971926392,45.05859339362841,30.330174338313952,30.330174338313952,5.160330998195669,5.160330998195669,5.160330998195669,5.160330998195669,5.160330998195669,5.160330998195669,0.0,0.0,0.0,35.49050533650962
2022-12-11,30.268039802179686,23.60025010968593,41.79132549033531,30.268039802179686,30.268039802179686,2.494903996383076,2.494903996383076,2.494903996383076,2.494903996383076,2.494903996383076,2.494903996383076,0.0,0.0,0.0,32.76294379856276
2022-12-18,30.20590526604542,21.89023496147522,40.622602661881686,30.20590526604542,30.20590526604542,0.45011569925905665,0.45011569925905665,0.45011569925905665,0.45011569925905665,0.45011569925905665,0.45011569925905665,0.0,0.0,0.0,30.656020965304478
2022-12-25,30.143770729911157,20.730554878093336,38.692535756019744,30.143770729911157,30.143770729911157,-0.7078669650510431,-0.7078669650510431,-0.7078669650510431,-0.7078669650510431,-0.7078669650510431,-0.7078669650510431,0.0,0.0,0.0,29.435903764860115
2023-01-01,30.08163619377689,19.320834486512634,38.33677346216583,30.08163619377689,30.08163619377689,-1.5097601600478645,-1.5097601600478645,-1.5097601600478645,-1.5097601600478645,-1.5097601600478645,-1.5097601600478645,0.0,0.0,0.0,28.571876033729026
2023-01-08,30.01905417453917,17.6940996192328,37.75460400745313,30.01905417453917,30.01905417453917,-2.3566397987959995,-2.3566397987959995,-2.3566397987959995,-2.3566397987959995,-2.3566397987959995,-2.3566397987959995,0.0,0.0,0.0,27.66241437574317
2023-01-15,29.956472155301462,18.129557503410123,36.62974947433472,29.956472155301462,29.956472155301462,-3.0042098462963933,-3.0042098462963933,-3.0042098462963933,-3.0042098462963933,-3.0042098462963933,-3.0042098462963933,0.0,0.0,0.0,26.952262309005068
2023-01-22,29.893890136063746,18.30150093549245,36.23635065503408,29.893890136063746,29.893890136063746,-2.98578720783203,-2.98578720783203,-2.98578720783203,-2.98578720783203,-2.98578720783203,-2.98578720783203,0.0,0.0,0.0,26.908102928231717
2023-01-29,29.831308116826026,17.917487079360022,37.316530082189715,29.831308116826026,29.831308116826026,-2.3403806177225213,-2.3403806177225213,-2.3403806177225213,-2.3403806177225213,-2.3403806177225213,-2.3403806177225213,0.0,0.0,0.0,27.490927499103506
2023-02-05,29.768726097588317,18.55167619600042,36.780313391992,29.768726097588317,29.768726097588317,-1.7028559342697012,-1.7028559342697012,-1.7028559342697012,-1.7028559342697012,-1.7028559342697012,-1.7028559342697012,0.0,0.0,0.0,28.065870163318614
2023-02-12,29.7061440783506,18.762425806021373,37.3935985646189,29.7061440783506,29.7061440783506,-1.6393947400787077,-1.6393947400787077,-1.6393947400787077,-1.6393947400787077,-1.6393947400787077,-1.6393947400787077,0.0,0.0,0.0,28.066749338271894
2023-02-19,29.64356205911288,18.141865522253415,37.074826970437634,29.64356205911288,29.64356205911288,-2.0290999486422363,-2.0290999486422363,-2.0290999486422363,-2.0290999486422363,-2.0290999486422363,-2.0290999486422363,0.0,0.0,0.0,27.614462110470644
2023-02-26,29.580980039875172,18.41919204249793,37.666867684987565,29.580980039875172,29.580980039875172,-2.2261531319888324,-2.2261531319888324,-2.2261531319888324,-2.2261531319888324,-2.2261531319888324,-2.2261531319888324,0.0,0.0,0.0,27.35482690788634
2023-03-05,29.518389038414465,18.516831811101262,36.738463177654104,29.518389038414465,29.518389038414465,-1.8133050377629154,-1.8133050377629154,-1.8133050377629154,-1.8133050377629154,-1.8133050377629154,-1.8133050377629154,0.0,0.0,0.0,27.70508400065155
2023-03-12,29.455798036953762,18.529844182295367,37.30492453673484,29.455798036953762,29.455798036953762,-1.0798990426054726,-1.0798990426054726,-1.0798990426054726,-1.0798990426054726,-1.0798990426054726,-1.0798990426054726,0.0,0.0,0.0,28.37589899434829
2023-03-19,29.393207035493063,19.562003638855632,37.59561476731153,29.393207035493063,29.393207035493063,-0.6891237827989662,-0.6891237827989662,-0.6891237827989662,-0.6891237827989662,-0.6891237827989662,-0.6891237827989662,0.0,0.0,0.0,28.704083252694097
2023-03-26,29.33061603403236,19.126996374008698,37.74977834030018,29.33061603403236,29.33061603403236,-0.9246995529776428,-0.9246995529776428,-0.9246995529776428,-0.9246995529776428,-0.9246995529776428,-0.9246995529776428,0.0,0.0,0.0,28.405916481054717
2023-04-02,29.268025032571654,18.264906862682107,38.09964330267657,29.268025032571654,29.268025032571654,-1.3714257595283332,-1.3714257595283332,-1.3714257595283332,-1.3714257595283332,-1.3714257595283332,-1.3714257595283332,0.0,0.0,0.0,27.89659927304332
2023-04-09,29.20543403111095,17.267174642423043,36.27262406815825,29.20543403111095,29.20543403111095,-1.3937655430138383,-1.3937655430138383,-1.3937655430138383,-1.3937655430138383,-1.3937655430138383,-1.3937655430138383,0.0,0.0,0.0,27.811668488097112
2023-04-16,29.142843029650244,18.573056567006493,37.71726326518755,29.142843029650244,29.142843029650244,-0.8970033661905569,-0.8970033661905569,-0.8970033661905569,-0.8970033661905569,-0.8970033661905569,-0.8970033661905569,0.0,0.0,0.0,28.245839663459687
2023-04-23,29.080252028189545,18.851733759567548,38.04786304268398,29.080252028189545,29.080252028189545,-0.536040620555728,-0.536040620555728,-0.536040620555728,-0.536040620555728,-0.536040620555728,-0.536040620555728,0.0,0.0,0.0,28.544211407633817
2023-04-30,29.01766102266221,18.99740767504281,37.90268365314899,29.01766102266221,29.01766102266221,-1.097249184966574,-1.097249184966574,-1.097249184966574,-1.097249184966574,-1.097249184966574,-1.097249184966574,0.0,0.0,0.0,27.920411837695635
2023-05-07,28.955070017134876,16.6830821246194,35.426139803352136,28.955070017134876,28.955070017134876,-2.630941009617862,-2.630941009617862,-2.630941009617862,-2.630941009617862,-2.630941009617862,-2.630941009617862,0.0,0.0,0.0,26.324129007517016
2023-05-14,28.89247901160754,15.775560895787342,34.12082798982188,28.89247901160754,28.89247901160754,-4.204950309611615,-4.204950309611615,-4.204950309611615,-4.204950309611615,-4.204950309611615,-4.204950309611615,0.0,0.0,0.0,24.687528701995927
